Country,State,LGA,Period,Persons with clinically diagnosed Malaria,Persons with confirmed uncomplicated Malaria,malaria_cases,Malaria Test Positivity Rate
Nigeria,Bauchi,Warji,3/1/2022,,3847,3847,64.8
Nigeria,Bauchi,Warji,4/1/2022,,3936,3936,65.8
Nigeria,Bauchi,Warji,5/1/2022,,3682,3682,64.2
Nigeria,Bauchi,Warji,6/1/2022,21,4176,4197,67
Nigeria,Bauchi,Warji,7/1/2022,,5472,5472,71
Nigeria,Bauchi,Warji,8/1/2022,142,5179,5321,71.1
Nigeria,Bauchi,Warji,9/1/2022,,4924,4924,68.8
Nigeria,Bauchi,Warji,10/1/2022,,4149,4149,70.8
Nigeria,Bauchi,Warji,11/1/2022,432,5874,6306,72.9
Nigeria,Bauchi,Warji,12/1/2022,,5005,5005,68.4
Nigeria,Bauchi,Zaki,1/1/2022,136,3221,3357,62.4
Nigeria,Bauchi,Zaki,2/1/2022,,2885,2885,60.1
Nigeria,Bauchi,Zaki,3/1/2022,401,2968,3369,47.9
Nigeria,Bauchi,Zaki,4/1/2022,641,3086,3727,54.8
Nigeria,Bauchi,Zaki,5/1/2022,90,2627,2717,54.9
Nigeria,Bauchi,Zaki,6/1/2022,,2751,2751,49.8
Nigeria,Bauchi,Zaki,7/1/2022,210,4807,5017,63.7
Nigeria,Bauchi,Zaki,8/1/2022,,8172,8172,76.3
Nigeria,Bauchi,Zaki,9/1/2022,241,7580,7821,75.2
Nigeria,Bauchi,Zaki,10/1/2022,80,5720,5800,76
Nigeria,Bauchi,Zaki,11/1/2022,,5710,5710,71.6
Nigeria,Bauchi,Zaki,12/1/2022,,5277,5277,72.1
Nigeria,Bauchi,Alkaleri,1/1/2023,2,6332,6334,71.4
Nigeria,Bauchi,Alkaleri,2/1/2023,,4935,4935,70.8
Nigeria,Bauchi,Alkaleri,3/1/2023,23,5068,5091,68.9
Nigeria,Bauchi,Alkaleri,4/1/2023,10,4944,4954,67.2
Nigeria,Bauchi,Alkaleri,5/1/2023,91,5255,5346,67.1
Nigeria,Bauchi,Alkaleri,6/1/2023,9,5480,5489,66.5
Nigeria,Bauchi,Alkaleri,7/1/2023,36,9656,9692,77
Nigeria,Bauchi,Alkaleri,8/1/2023,,8577,8577,79.4
Nigeria,Bauchi,Alkaleri,9/1/2023,107,8544,8651,76.4
Nigeria,Bauchi,Alkaleri,10/1/2023,23,11182,11205,78.3
Nigeria,Bauchi,Alkaleri,11/1/2023,17,9082,9099,80.3
Nigeria,Bauchi,Alkaleri,12/1/2023,,8472,8472,78.8
Nigeria,Bauchi,Bauchi,1/1/2023,1816,7926,9742,69.4
Nigeria,Bauchi,Bauchi,2/1/2023,1482,5176,6658,60.8
Nigeria,Bauchi,Bauchi,3/1/2023,410,6085,6495,60
Nigeria,Bauchi,Bauchi,4/1/2023,5781,8270,14051,60.9
Nigeria,Bauchi,Bauchi,5/1/2023,788,4729,5517,53.8
Nigeria,Bauchi,Bauchi,6/1/2023,3013,9225,12238,71.2
Nigeria,Bauchi,Bauchi,7/1/2023,5660,12784,18444,76
Nigeria,Bauchi,Bauchi,8/1/2023,4314,11499,15813,72.3
Nigeria,Bauchi,Bauchi,9/1/2023,4745,10675,15420,69.9
Nigeria,Bauchi,Bauchi,10/1/2023,4145,12848,16993,70.8
Nigeria,Bauchi,Bauchi,11/1/2023,5696,9136,14832,68.4
Nigeria,Bauchi,Bauchi,12/1/2023,2409,8519,10928,64.9
Nigeria,Bauchi,Bogoro,1/1/2023,15,860,875,54.6
Nigeria,Bauchi,Bogoro,2/1/2023,14,748,762,56
Nigeria,Bauchi,Bogoro,3/1/2023,26,557,583,42.7
Nigeria,Bauchi,Bogoro,4/1/2023,35,1072,1107,60.9
Nigeria,Bauchi,Bogoro,5/1/2023,21,1111,1132,63.1
Nigeria,Bauchi,Bogoro,6/1/2023,34,1433,1467,70.5
Nigeria,Bauchi,Bogoro,7/1/2023,44,1566,1610,66.8
Nigeria,Bauchi,Bogoro,8/1/2023,,1175,1175,64.9
Nigeria,Bauchi,Bogoro,9/1/2023,3,791,794,59.7
Nigeria,Bauchi,Bogoro,10/1/2023,37,1243,1280,57.8
Nigeria,Bauchi,Bogoro,11/1/2023,22,1023,1045,64
Nigeria,Bauchi,Bogoro,12/1/2023,20,913,933,54.6
Nigeria,Bauchi,Dambam,1/1/2023,,1374,1374,56.9
Nigeria,Bauchi,Dambam,2/1/2023,,1041,1041,47.9
Nigeria,Bauchi,Dambam,3/1/2023,,1098,1098,45.1
Nigeria,Bauchi,Dambam,4/1/2023,31,1102,1133,47.4
Nigeria,Bauchi,Dambam,5/1/2023,,1201,1201,44.8
Nigeria,Bauchi,Dambam,6/1/2023,,1112,1112,53.1
Nigeria,Bauchi,Dambam,7/1/2023,,2943,2943,68.8
Nigeria,Bauchi,Dambam,8/1/2023,,3871,3871,76
Nigeria,Bauchi,Dambam,9/1/2023,,4211,4211,72.3
Nigeria,Bauchi,Dambam,10/1/2023,372,5050,5422,79.1
Nigeria,Bauchi,Dambam,11/1/2023,,3106,3106,70.5
Nigeria,Bauchi,Dambam,12/1/2023,,1746,1746,59.3
Nigeria,Bauchi,Darazo,1/1/2023,277,3095,3372,56.9
Nigeria,Bauchi,Darazo,2/1/2023,69,2663,2732,53.5
Nigeria,Bauchi,Darazo,3/1/2023,162,2874,3036,51.1
Nigeria,Bauchi,Darazo,4/1/2023,149,2431,2580,47.3
Nigeria,Bauchi,Darazo,5/1/2023,420,2325,2745,44.4
Nigeria,Bauchi,Darazo,6/1/2023,151,2796,2947,51.7
Nigeria,Bauchi,Darazo,7/1/2023,201,6614,6815,68.4
Nigeria,Bauchi,Darazo,8/1/2023,500,6261,6761,79.1
Nigeria,Bauchi,Darazo,9/1/2023,608,7703,8311,77.3
Nigeria,Bauchi,Darazo,10/1/2023,1061,9496,10557,80
Nigeria,Bauchi,Darazo,11/1/2023,327,7026,7353,79.9
Nigeria,Bauchi,Darazo,12/1/2023,153,5092,5245,68
Nigeria,Bauchi,Dass,1/1/2023,,1585,1585,49.9
Nigeria,Bauchi,Dass,2/1/2023,,1120,1120,40.8
Nigeria,Bauchi,Dass,3/1/2023,,1305,1305,42.9
Nigeria,Bauchi,Dass,4/1/2023,31,1392,1423,47.8
Nigeria,Bauchi,Dass,5/1/2023,,2029,2029,48.8
Nigeria,Bauchi,Dass,6/1/2023,,2967,2967,72
Nigeria,Bauchi,Dass,7/1/2023,16,3763,3779,77.6
Nigeria,Bauchi,Dass,8/1/2023,,2761,2761,70.4
Nigeria,Bauchi,Dass,9/1/2023,,2705,2705,72.3
Nigeria,Bauchi,Dass,10/1/2023,,2628,2628,72.2
Nigeria,Bauchi,Dass,11/1/2023,,2556,2556,67.8
Nigeria,Bauchi,Dass,12/1/2023,,2277,2277,65.5
Nigeria,Bauchi,Gamawa,1/1/2023,38,2215,2253,60.3
Nigeria,Bauchi,Gamawa,2/1/2023,3,1938,1941,56.7
Nigeria,Bauchi,Gamawa,3/1/2023,51,2110,2161,54.4
Nigeria,Bauchi,Gamawa,4/1/2023,69,2074,2143,52.3
Nigeria,Bauchi,Gamawa,5/1/2023,,2812,2812,56.1
Nigeria,Bauchi,Gamawa,6/1/2023,42,2240,2282,51.9
Nigeria,Bauchi,Gamawa,7/1/2023,43,4457,4500,71.4
Nigeria,Bauchi,Gamawa,8/1/2023,24,4636,4660,72.6
Nigeria,Bauchi,Gamawa,9/1/2023,32,5061,5093,81.2
Nigeria,Bauchi,Gamawa,10/1/2023,92,7034,7126,73.4
Nigeria,Bauchi,Gamawa,11/1/2023,,4629,4629,75.7
Nigeria,Bauchi,Gamawa,12/1/2023,,3176,3176,67.1
Nigeria,Bauchi,Ganjuwa,1/1/2023,868,5905,6773,63.2
Nigeria,Bauchi,Ganjuwa,2/1/2023,974,5172,6146,66.8
Nigeria,Bauchi,Ganjuwa,3/1/2023,1591,5397,6988,65.6
Nigeria,Bauchi,Ganjuwa,4/1/2023,1350,4703,6053,62.8
Nigeria,Bauchi,Ganjuwa,5/1/2023,1438,5626,7064,63.6
Nigeria,Bauchi,Ganjuwa,6/1/2023,1388,4909,6297,69.8
Nigeria,Bauchi,Ganjuwa,7/1/2023,738,7305,8043,74
Nigeria,Bauchi,Ganjuwa,8/1/2023,1583,7546,9129,71.5
Nigeria,Bauchi,Ganjuwa,9/1/2023,1856,5140,6996,47.8
Nigeria,Bauchi,Ganjuwa,10/1/2023,3,3904,3907,39.7
Nigeria,Bauchi,Ganjuwa,11/1/2023,277,3758,4035,42.5
Nigeria,Bauchi,Ganjuwa,12/1/2023,183,3129,3312,31.1
Nigeria,Bauchi,Giade,1/1/2023,,2264,2264,64.7
Nigeria,Bauchi,Giade,2/1/2023,159,1651,1810,64
Nigeria,Bauchi,Giade,3/1/2023,376,1832,2208,60.9
Nigeria,Bauchi,Giade,4/1/2023,9,1850,1859,52.2
Nigeria,Bauchi,Giade,5/1/2023,224,1518,1742,55.2
Nigeria,Bauchi,Giade,6/1/2023,220,1708,1928,60.9
Nigeria,Bauchi,Giade,7/1/2023,129,3380,3509,73
Nigeria,Bauchi,Giade,8/1/2023,387,3011,3398,76.7
Nigeria,Bauchi,Giade,9/1/2023,334,3774,4108,73.9
Nigeria,Bauchi,Giade,10/1/2023,17,5241,5258,81.1
Nigeria,Bauchi,Giade,11/1/2023,109,2858,2967,68.4
Nigeria,Bauchi,Giade,12/1/2023,240,1327,1567,63.8
Nigeria,Bauchi,Itas/Gadau,1/1/2023,,3225,3225,75.7
Nigeria,Bauchi,Itas/Gadau,2/1/2023,145,2058,2203,66.6
Nigeria,Bauchi,Itas/Gadau,3/1/2023,100,2745,2845,73
Nigeria,Bauchi,Itas/Gadau,4/1/2023,63,2515,2578,69.9
Nigeria,Bauchi,Itas/Gadau,5/1/2023,14,2779,2793,68
Nigeria,Bauchi,Itas/Gadau,6/1/2023,,1827,1827,68.6
Nigeria,Bauchi,Itas/Gadau,7/1/2023,73,4662,4735,77.3
Nigeria,Bauchi,Itas/Gadau,8/1/2023,224,4816,5040,73.8
Nigeria,Bauchi,Itas/Gadau,9/1/2023,86,5721,5807,76.9
Nigeria,Bauchi,Itas/Gadau,10/1/2023,126,5692,5818,75.4
Nigeria,Bauchi,Itas/Gadau,11/1/2023,118,2919,3037,60.8
Nigeria,Bauchi,Itas/Gadau,12/1/2023,75,2475,2550,65.5
Nigeria,Bauchi,Jama'are,1/1/2023,82,1826,1908,65.9
Nigeria,Bauchi,Jama'are,2/1/2023,,1738,1738,61.5
Nigeria,Bauchi,Jama'are,3/1/2023,112,2428,2540,64.8
Nigeria,Bauchi,Jama'are,4/1/2023,60,2460,2520,64.7
Nigeria,Bauchi,Jama'are,5/1/2023,77,1966,2043,63.1
Nigeria,Bauchi,Jama'are,6/1/2023,,1990,1990,65
Nigeria,Bauchi,Jama'are,7/1/2023,160,4278,4438,78.6
Nigeria,Bauchi,Jama'are,8/1/2023,,4732,4732,80.9
Nigeria,Bauchi,Jama'are,9/1/2023,215,4717,4932,83.4
Nigeria,Bauchi,Jama'are,10/1/2023,397,6883,7280,82.6
Nigeria,Bauchi,Jama'are,11/1/2023,140,3401,3541,66
Nigeria,Bauchi,Jama'are,12/1/2023,81,2374,2455,66.1
Nigeria,Bauchi,Katagum,1/1/2023,,2811,2811,50.7
Nigeria,Bauchi,Katagum,2/1/2023,69,2052,2121,49.9
Nigeria,Bauchi,Katagum,3/1/2023,34,2598,2632,57.5
Nigeria,Bauchi,Katagum,4/1/2023,53,3147,3200,53
Nigeria,Bauchi,Katagum,5/1/2023,16,3751,3767,63.2
Nigeria,Bauchi,Katagum,6/1/2023,34,4619,4653,73.1
Nigeria,Bauchi,Katagum,7/1/2023,84,5738,5822,78.1
Nigeria,Bauchi,Katagum,8/1/2023,313,5655,5968,77.6
Nigeria,Bauchi,Katagum,9/1/2023,3,7550,7553,81
Nigeria,Bauchi,Katagum,10/1/2023,87,10658,10745,83.3
Nigeria,Bauchi,Katagum,11/1/2023,6,6465,6471,77.8
Nigeria,Bauchi,Katagum,12/1/2023,,4454,4454,69.7
Nigeria,Bauchi,Kirfi,1/1/2023,37,1898,1935,65.3
Nigeria,Bauchi,Kirfi,2/1/2023,1,1231,1232,62.8
Nigeria,Bauchi,Kirfi,3/1/2023,5,1884,1889,65.2
Nigeria,Bauchi,Kirfi,4/1/2023,9,1422,1431,60.5
Nigeria,Bauchi,Kirfi,5/1/2023,,1605,1605,58.3
Nigeria,Bauchi,Kirfi,6/1/2023,,1375,1375,62.2
Nigeria,Bauchi,Kirfi,7/1/2023,,3446,3446,76.8
Nigeria,Bauchi,Kirfi,8/1/2023,,3827,3827,79.6
Nigeria,Bauchi,Kirfi,9/1/2023,29,4223,4252,84.4
Nigeria,Bauchi,Kirfi,10/1/2023,,5373,5373,82.5
Nigeria,Bauchi,Kirfi,11/1/2023,13,4171,4184,75.7
Nigeria,Bauchi,Kirfi,12/1/2023,,3335,3335,73.2
Nigeria,Bauchi,Misau,1/1/2023,,3056,3056,71.1
Nigeria,Bauchi,Misau,2/1/2023,59,2532,2591,65.5
Nigeria,Bauchi,Misau,3/1/2023,102,2643,2745,70.2
Nigeria,Bauchi,Misau,4/1/2023,16,1975,1991,60.7
Nigeria,Bauchi,Misau,5/1/2023,,2391,2391,60.8
Nigeria,Bauchi,Misau,6/1/2023,,1838,1838,62.4
Nigeria,Bauchi,Misau,7/1/2023,115,4848,4963,75.9
Nigeria,Bauchi,Misau,8/1/2023,,4669,4669,76.5
Nigeria,Bauchi,Misau,9/1/2023,29,5657,5686,77.4
Nigeria,Bauchi,Misau,10/1/2023,,8031,8031,78.3
Nigeria,Bauchi,Misau,11/1/2023,24,6508,6532,75.9
Nigeria,Bauchi,Misau,12/1/2023,,4116,4116,71.9
Nigeria,Bauchi,Ningi,1/1/2023,,3940,3940,54.7
Nigeria,Bauchi,Ningi,2/1/2023,150,2837,2987,48.3
Nigeria,Bauchi,Ningi,3/1/2023,,3206,3206,47.4
Nigeria,Bauchi,Ningi,4/1/2023,,3589,3589,46.7
Nigeria,Bauchi,Ningi,5/1/2023,32,3259,3291,46.3
Nigeria,Bauchi,Ningi,6/1/2023,,3513,3513,51
Nigeria,Bauchi,Ningi,7/1/2023,58,4408,4466,46.5
Nigeria,Bauchi,Ningi,8/1/2023,,3808,3808,51.1
Nigeria,Bauchi,Ningi,9/1/2023,28,4239,4267,45.4
Nigeria,Bauchi,Ningi,10/1/2023,168,5731,5899,51.4
Nigeria,Bauchi,Ningi,11/1/2023,68,4079,4147,50.2
Nigeria,Bauchi,Ningi,12/1/2023,,3904,3904,54.3
Nigeria,Bauchi,Shira,1/1/2023,,3375,3375,75.7
Nigeria,Bauchi,Shira,2/1/2023,52,2906,2958,66.5
Nigeria,Bauchi,Shira,3/1/2023,,3844,3844,76.3
Nigeria,Bauchi,Shira,4/1/2023,344,3232,3576,71
Nigeria,Bauchi,Shira,5/1/2023,73,3476,3549,66.1
Nigeria,Bauchi,Shira,6/1/2023,12,3404,3416,69.6
Nigeria,Bauchi,Shira,7/1/2023,59,5659,5718,78.3
Nigeria,Bauchi,Shira,8/1/2023,97,5329,5426,77.1
Nigeria,Bauchi,Shira,9/1/2023,,5952,5952,79
Nigeria,Bauchi,Shira,10/1/2023,,7741,7741,73.3
Nigeria,Bauchi,Shira,11/1/2023,36,4862,4898,74.1
Nigeria,Bauchi,Shira,12/1/2023,28,3551,3579,67.2
Nigeria,Bauchi,Tafawa-Balewa,1/1/2023,144,4460,4604,68
Nigeria,Bauchi,Tafawa-Balewa,2/1/2023,137,3886,4023,70.8
Nigeria,Bauchi,Tafawa-Balewa,3/1/2023,218,4139,4357,65.2
Nigeria,Bauchi,Tafawa-Balewa,4/1/2023,73,4059,4132,67.8
Nigeria,Bauchi,Tafawa-Balewa,5/1/2023,83,4459,4542,69.8
Nigeria,Bauchi,Tafawa-Balewa,6/1/2023,272,5455,5727,85.2
Nigeria,Bauchi,Tafawa-Balewa,7/1/2023,257,6838,7095,78.3
Nigeria,Bauchi,Tafawa-Balewa,8/1/2023,152,5173,5325,74.8
Nigeria,Bauchi,Tafawa-Balewa,9/1/2023,71,4721,4792,72.9
Nigeria,Bauchi,Tafawa-Balewa,10/1/2023,208,5493,5701,77.2
Nigeria,Bauchi,Tafawa-Balewa,11/1/2023,87,5327,5414,72.4
Nigeria,Bauchi,Tafawa-Balewa,12/1/2023,81,5014,5095,73.7
Nigeria,Bauchi,Toro,1/1/2023,271,4240,4511,57.8
Nigeria,Bauchi,Toro,2/1/2023,8,3933,3941,58.2
Nigeria,Bauchi,Toro,3/1/2023,34,4127,4161,58.1
Nigeria,Bauchi,Toro,4/1/2023,19,4575,4594,59.8
Nigeria,Bauchi,Toro,5/1/2023,8,5541,5549,62.1
Nigeria,Bauchi,Toro,6/1/2023,174,8759,8933,78.5
Nigeria,Bauchi,Toro,7/1/2023,476,7372,7848,79.5
Nigeria,Bauchi,Toro,8/1/2023,4,5904,5908,74.2
Nigeria,Bauchi,Toro,9/1/2023,,5555,5555,74.1
Nigeria,Bauchi,Toro,10/1/2023,,6471,6471,70.5
Nigeria,Bauchi,Toro,11/1/2023,45,5197,5242,69
Nigeria,Bauchi,Toro,12/1/2023,31,5886,5917,69.3
Nigeria,Bauchi,Warji,1/1/2023,,3868,3868,63.3
Nigeria,Bauchi,Warji,2/1/2023,,3681,3681,64.8
Nigeria,Bauchi,Warji,3/1/2023,,4228,4228,71.3
Nigeria,Bauchi,Warji,4/1/2023,,3687,3687,60.7
Nigeria,Bauchi,Warji,5/1/2023,,2881,2881,56.1
Nigeria,Bauchi,Warji,6/1/2023,,2602,2602,58.6
Nigeria,Bauchi,Warji,7/1/2023,,4122,4122,72.5
Nigeria,Bauchi,Warji,8/1/2023,,4013,4013,68.9
Nigeria,Bauchi,Warji,9/1/2023,,5012,5012,73.7
Nigeria,Bauchi,Warji,10/1/2023,,6509,6509,73.1
Nigeria,Bauchi,Warji,11/1/2023,,4825,4825,67.7
Nigeria,Bauchi,Warji,12/1/2023,,4453,4453,73.4
Nigeria,Bauchi,Zaki,1/1/2023,,4098,4098,60
Nigeria,Bauchi,Zaki,2/1/2023,,2743,2743,56.5
Nigeria,Bauchi,Zaki,3/1/2023,,2865,2865,56.8
Nigeria,Bauchi,Zaki,4/1/2023,5,4181,4186,49.2
Nigeria,Bauchi,Zaki,5/1/2023,2338,2528,4866,48.2
Nigeria,Bauchi,Zaki,6/1/2023,,2506,2506,55.1
Nigeria,Bauchi,Zaki,7/1/2023,,5295,5295,69.7
Nigeria,Bauchi,Zaki,8/1/2023,,5500,5500,68.1
Nigeria,Bauchi,Zaki,9/1/2023,,5798,5798,75.5
Nigeria,Bauchi,Zaki,10/1/2023,,7845,7845,74.3
Nigeria,Bauchi,Zaki,11/1/2023,,4986,4986,69.7
Nigeria,Bauchi,Zaki,12/1/2023,20,4132,4152,60.9
Nigeria,Benue,Ado,1/1/2020,,220,220,60.8
Nigeria,Benue,Ado,2/1/2020,,250,250,69.5
Nigeria,Benue,Ado,3/1/2020,,545,545,70.3
Nigeria,Benue,Ado,4/1/2020,,434,434,75.2
Nigeria,Benue,Ado,5/1/2020,,291,291,73.5
Nigeria,Benue,Ado,6/1/2020,,377,377,82.5
Nigeria,Benue,Ado,7/1/2020,,,0,
Nigeria,Benue,Ado,8/1/2020,,373,373,70.9
Nigeria,Benue,Ado,9/1/2020,,482,482,77.1
Nigeria,Benue,Ado,10/1/2020,,884,884,56.1
Nigeria,Benue,Ado,11/1/2020,7,174,181,57.3
Nigeria,Benue,Ado,12/1/2020,12,135,147,75.6
Nigeria,Benue,Agatu,1/1/2020,84,451,535,65.4
Nigeria,Benue,Agatu,2/1/2020,68,676,744,74.1
Nigeria,Benue,Agatu,3/1/2020,74,571,645,72.7
Nigeria,Benue,Agatu,4/1/2020,43,559,602,70.7
Nigeria,Benue,Agatu,5/1/2020,47,522,569,72.7
Nigeria,Benue,Agatu,6/1/2020,82,300,382,81.7
Nigeria,Benue,Agatu,7/1/2020,,10,10,83.3
Nigeria,Benue,Agatu,8/1/2020,72,483,555,75.8
Nigeria,Benue,Agatu,9/1/2020,23,370,393,81.1
Nigeria,Benue,Agatu,10/1/2020,164,365,529,65.9
Nigeria,Benue,Agatu,11/1/2020,100,305,405,65.5
Nigeria,Benue,Agatu,12/1/2020,24,396,420,71.7
Nigeria,Benue,Apa,1/1/2020,110,370,480,75.5
Nigeria,Benue,Apa,2/1/2020,128,331,459,73.8
Nigeria,Benue,Apa,3/1/2020,179,395,574,86.7
Nigeria,Benue,Apa,4/1/2020,568,595,1163,91.3
Nigeria,Benue,Apa,5/1/2020,609,620,1229,94.5
Nigeria,Benue,Apa,6/1/2020,526,553,1079,100
Nigeria,Benue,Apa,7/1/2020,477,523,1000,91.9
Nigeria,Benue,Apa,8/1/2020,510,523,1033,84.2
Nigeria,Benue,Apa,9/1/2020,422,401,823,93.9
Nigeria,Benue,Apa,10/1/2020,360,496,856,86.2
Nigeria,Benue,Apa,11/1/2020,345,208,553,90.7
Nigeria,Benue,Apa,12/1/2020,277,229,506,75.1
Nigeria,Benue,Buruku,1/1/2020,69,280,349,50.1
Nigeria,Benue,Buruku,2/1/2020,108,378,486,55.1
Nigeria,Benue,Buruku,3/1/2020,72,193,265,43
Nigeria,Benue,Buruku,4/1/2020,49,223,272,43.9
Nigeria,Benue,Buruku,5/1/2020,76,313,389,65.9
Nigeria,Benue,Buruku,6/1/2020,78,347,425,72.1
Nigeria,Benue,Buruku,7/1/2020,119,261,380,59.7
Nigeria,Benue,Buruku,8/1/2020,259,500,759,74.9
Nigeria,Benue,Buruku,9/1/2020,229,395,624,74
Nigeria,Benue,Buruku,10/1/2020,232,299,531,57
Nigeria,Benue,Buruku,11/1/2020,177,285,462,75.2
Nigeria,Benue,Buruku,12/1/2020,121,315,436,76.2
Nigeria,Benue,Gboko,1/1/2020,211,475,686,60.4
Nigeria,Benue,Gboko,2/1/2020,479,806,1285,59.1
Nigeria,Benue,Gboko,3/1/2020,538,478,1016,48.1
Nigeria,Benue,Gboko,4/1/2020,196,308,504,69
Nigeria,Benue,Gboko,5/1/2020,297,269,566,62.1
Nigeria,Benue,Gboko,6/1/2020,36,657,693,69.2
Nigeria,Benue,Gboko,7/1/2020,198,107,305,81.3
Nigeria,Benue,Gboko,8/1/2020,382,462,844,60.9
Nigeria,Benue,Gboko,9/1/2020,232,589,821,89.8
Nigeria,Benue,Gboko,10/1/2020,177,795,972,62.6
Nigeria,Benue,Gboko,11/1/2020,160,637,797,61.7
Nigeria,Benue,Gboko,12/1/2020,61,327,388,51.1
Nigeria,Benue,Guma,1/1/2020,,361,361,78.7
Nigeria,Benue,Guma,2/1/2020,,307,307,70.4
Nigeria,Benue,Guma,3/1/2020,,105,105,65.3
Nigeria,Benue,Guma,4/1/2020,,381,381,84.7
Nigeria,Benue,Guma,5/1/2020,108,290,398,59.6
Nigeria,Benue,Guma,6/1/2020,278,860,1138,69.8
Nigeria,Benue,Guma,7/1/2020,430,886,1316,80.1
Nigeria,Benue,Guma,8/1/2020,29,512,541,71.4
Nigeria,Benue,Guma,9/1/2020,978,575,1553,69.4
Nigeria,Benue,Guma,10/1/2020,106,883,989,89.6
Nigeria,Benue,Guma,11/1/2020,742,597,1339,47.5
Nigeria,Benue,Guma,12/1/2020,38,905,943,67.1
Nigeria,Benue,Gwer East,1/1/2020,164,972,1136,68.7
Nigeria,Benue,Gwer East,2/1/2020,7,660,667,52.5
Nigeria,Benue,Gwer East,3/1/2020,32,396,428,49.3
Nigeria,Benue,Gwer East,4/1/2020,39,240,279,43.3
Nigeria,Benue,Gwer East,5/1/2020,38,252,290,49.9
Nigeria,Benue,Gwer East,6/1/2020,,700,700,73.2
Nigeria,Benue,Gwer East,7/1/2020,,91,91,62.8
Nigeria,Benue,Gwer East,8/1/2020,219,391,610,62.7
Nigeria,Benue,Gwer East,9/1/2020,133,249,382,80.9
Nigeria,Benue,Gwer East,10/1/2020,169,310,479,64
Nigeria,Benue,Gwer East,11/1/2020,117,106,223,75.9
Nigeria,Benue,Gwer East,12/1/2020,287,455,742,68.3
Nigeria,Benue,Gwer West,1/1/2020,12,127,139,51.9
Nigeria,Benue,Gwer West,2/1/2020,149,412,561,51.4
Nigeria,Benue,Gwer West,3/1/2020,,163,163,82.7
Nigeria,Benue,Gwer West,4/1/2020,14,86,100,74.4
Nigeria,Benue,Gwer West,5/1/2020,40,172,212,57.6
Nigeria,Benue,Gwer West,6/1/2020,65,37,102,39.2
Nigeria,Benue,Gwer West,7/1/2020,43,114,157,64.6
Nigeria,Benue,Gwer West,8/1/2020,6,88,94,66.2
Nigeria,Benue,Gwer West,9/1/2020,40,107,147,191.4
Nigeria,Benue,Gwer West,10/1/2020,32,138,170,79.2
Nigeria,Benue,Gwer West,11/1/2020,41,187,228,85.8
Nigeria,Benue,Gwer West,12/1/2020,14,87,101,61.7
Nigeria,Benue,Katsina-Ala,1/1/2020,50,591,641,60.4
Nigeria,Benue,Katsina-Ala,2/1/2020,19,445,464,53.4
Nigeria,Benue,Katsina-Ala,3/1/2020,59,438,497,48.4
Nigeria,Benue,Katsina-Ala,4/1/2020,10,473,483,60.3
Nigeria,Benue,Katsina-Ala,5/1/2020,15,436,451,56
Nigeria,Benue,Katsina-Ala,6/1/2020,53,720,773,71.3
Nigeria,Benue,Katsina-Ala,7/1/2020,85,813,898,68.6
Nigeria,Benue,Katsina-Ala,8/1/2020,58,1129,1187,70
Nigeria,Benue,Katsina-Ala,9/1/2020,53,869,922,71.1
Nigeria,Benue,Katsina-Ala,10/1/2020,53,963,1016,65.3
Nigeria,Benue,Katsina-Ala,11/1/2020,43,1068,1111,67.1
Nigeria,Benue,Katsina-Ala,12/1/2020,28,694,722,70.5
Nigeria,Benue,Konshisha,1/1/2020,,39,39,45.6
Nigeria,Benue,Konshisha,2/1/2020,,261,261,46.7
Nigeria,Benue,Konshisha,3/1/2020,,92,92,50.3
Nigeria,Benue,Konshisha,4/1/2020,,665,665,73.7
Nigeria,Benue,Konshisha,5/1/2020,,107,107,84.3
Nigeria,Benue,Konshisha,6/1/2020,,188,188,85.5
Nigeria,Benue,Konshisha,7/1/2020,,204,204,84.5
Nigeria,Benue,Konshisha,8/1/2020,14,439,453,74.5
Nigeria,Benue,Konshisha,9/1/2020,1,756,757,187.9
Nigeria,Benue,Konshisha,10/1/2020,,721,721,84.3
Nigeria,Benue,Konshisha,11/1/2020,4,346,350,74.9
Nigeria,Benue,Konshisha,12/1/2020,404,511,915,61.2
Nigeria,Benue,Kwande,1/1/2020,175,731,906,53.7
Nigeria,Benue,Kwande,2/1/2020,247,1184,1431,66.3
Nigeria,Benue,Kwande,3/1/2020,87,720,807,51.6
Nigeria,Benue,Kwande,4/1/2020,54,666,720,51.3
Nigeria,Benue,Kwande,5/1/2020,623,1153,1776,71.5
Nigeria,Benue,Kwande,6/1/2020,,863,863,83.9
Nigeria,Benue,Kwande,7/1/2020,20,29,49,76.1
Nigeria,Benue,Kwande,8/1/2020,78,953,1031,80.7
Nigeria,Benue,Kwande,9/1/2020,56,1064,1120,72.2
Nigeria,Benue,Kwande,10/1/2020,11,707,718,81.1
Nigeria,Benue,Kwande,11/1/2020,17,576,593,74.6
Nigeria,Benue,Kwande,12/1/2020,148,731,879,57.8
Nigeria,Benue,Logo,1/1/2020,,1518,1518,72.9
Nigeria,Benue,Logo,2/1/2020,,1332,1332,72.2
Nigeria,Benue,Logo,3/1/2020,3,3222,3225,71.8
Nigeria,Benue,Logo,4/1/2020,,1576,1576,77
Nigeria,Benue,Logo,5/1/2020,220,1836,2056,85
Nigeria,Benue,Logo,6/1/2020,270,1864,2134,86.9
Nigeria,Benue,Logo,7/1/2020,,1151,1151,75.8
