Country,State,LGA,Period,Persons with clinically diagnosed Malaria,Persons with confirmed uncomplicated Malaria,malaria_cases,Malaria Test Positivity Rate
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,4/1/2020,,185,185,81.1
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,5/1/2020,,264,264,76.3
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,6/1/2020,48,142,190,74.7
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,7/1/2020,3,77,80,68.8
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,8/1/2020,,323,323,70.8
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,9/1/2020,,754,754,81.3
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,10/1/2020,,918,918,79.2
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,11/1/2020,31,498,529,82.7
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,12/1/2020,,534,534,85.9
Nigeria,Akwa-Ibom,Uyo,1/1/2020,8,1229,1237,50
Nigeria,Akwa-Ibom,Uyo,2/1/2020,,258,258,34.6
Nigeria,Akwa-Ibom,Uyo,3/1/2020,,236,236,30.6
Nigeria,Akwa-Ibom,Uyo,4/1/2020,1,86,87,46.4
Nigeria,Akwa-Ibom,Uyo,5/1/2020,,120,120,45.3
Nigeria,Akwa-Ibom,Uyo,6/1/2020,11,153,164,39.8
Nigeria,Akwa-Ibom,Uyo,7/1/2020,,296,296,46.6
Nigeria,Akwa-Ibom,Uyo,8/1/2020,553,670,1223,46.5
Nigeria,Akwa-Ibom,Uyo,9/1/2020,90,629,719,29
Nigeria,Akwa-Ibom,Uyo,10/1/2020,592,703,1295,34.2
Nigeria,Akwa-Ibom,Uyo,11/1/2020,410,644,1054,57.6
Nigeria,Akwa-Ibom,Uyo,12/1/2020,394,1665,2059,46.3
Nigeria,Akwa-Ibom,Abak,1/1/2021,112,816,928,50
Nigeria,Akwa-Ibom,Abak,2/1/2021,256,857,1113,45.4
Nigeria,Akwa-Ibom,Abak,3/1/2021,60,683,743,51.6
Nigeria,Akwa-Ibom,Abak,4/1/2021,,841,841,55.1
Nigeria,Akwa-Ibom,Abak,5/1/2021,,868,868,61.8
Nigeria,Akwa-Ibom,Abak,6/1/2021,,1297,1297,66.7
Nigeria,Akwa-Ibom,Abak,7/1/2021,,1373,1373,70.4
Nigeria,Akwa-Ibom,Abak,8/1/2021,,1530,1530,67.5
Nigeria,Akwa-Ibom,Abak,9/1/2021,,1286,1286,67.5
Nigeria,Akwa-Ibom,Abak,10/1/2021,,1357,1357,64.5
Nigeria,Akwa-Ibom,Abak,11/1/2021,,1479,1479,63.2
Nigeria,Akwa-Ibom,Abak,12/1/2021,,1701,1701,65.5
Nigeria,Akwa-Ibom,Eastern Obolo,1/1/2021,,322,322,75.9
Nigeria,Akwa-Ibom,Eastern Obolo,2/1/2021,,315,315,62.9
Nigeria,Akwa-Ibom,Eastern Obolo,3/1/2021,,382,382,61.5
Nigeria,Akwa-Ibom,Eastern Obolo,4/1/2021,,564,564,68.7
Nigeria,Akwa-Ibom,Eastern Obolo,5/1/2021,,439,439,66.1
Nigeria,Akwa-Ibom,Eastern Obolo,6/1/2021,,432,432,73.7
Nigeria,Akwa-Ibom,Eastern Obolo,7/1/2021,,463,463,74.3
Nigeria,Akwa-Ibom,Eastern Obolo,8/1/2021,,447,447,71.7
Nigeria,Akwa-Ibom,Eastern Obolo,9/1/2021,,461,461,74.2
Nigeria,Akwa-Ibom,Eastern Obolo,10/1/2021,,438,438,73.4
Nigeria,Akwa-Ibom,Eastern Obolo,11/1/2021,,453,453,72.7
Nigeria,Akwa-Ibom,Eastern Obolo,12/1/2021,,449,449,77.8
Nigeria,Akwa-Ibom,Eket,1/1/2021,,333,333,52
Nigeria,Akwa-Ibom,Eket,2/1/2021,,652,652,64.1
Nigeria,Akwa-Ibom,Eket,3/1/2021,2,817,819,70.4
Nigeria,Akwa-Ibom,Eket,4/1/2021,6,368,374,55.1
Nigeria,Akwa-Ibom,Eket,5/1/2021,7,842,849,67.5
Nigeria,Akwa-Ibom,Eket,6/1/2021,8,1027,1035,72.5
Nigeria,Akwa-Ibom,Eket,7/1/2021,19,817,836,61
Nigeria,Akwa-Ibom,Eket,8/1/2021,,893,893,62.9
Nigeria,Akwa-Ibom,Eket,9/1/2021,27,555,582,60.7
Nigeria,Akwa-Ibom,Eket,10/1/2021,13,736,749,59
Nigeria,Akwa-Ibom,Eket,11/1/2021,18,898,916,66.9
Nigeria,Akwa-Ibom,Eket,12/1/2021,73,1178,1251,66.3
Nigeria,Akwa-Ibom,Esit Eket,1/1/2021,38,175,213,57.8
Nigeria,Akwa-Ibom,Esit Eket,2/1/2021,18,260,278,62.7
Nigeria,Akwa-Ibom,Esit Eket,3/1/2021,61,232,293,63.5
Nigeria,Akwa-Ibom,Esit Eket,4/1/2021,37,354,391,56.3
Nigeria,Akwa-Ibom,Esit Eket,5/1/2021,46,332,378,59.2
Nigeria,Akwa-Ibom,Esit Eket,6/1/2021,24,543,567,66.3
Nigeria,Akwa-Ibom,Esit Eket,7/1/2021,,486,486,68.5
Nigeria,Akwa-Ibom,Esit Eket,8/1/2021,1,555,556,70.9
Nigeria,Akwa-Ibom,Esit Eket,9/1/2021,,483,483,71.3
Nigeria,Akwa-Ibom,Esit Eket,10/1/2021,27,522,549,70.5
Nigeria,Akwa-Ibom,Esit Eket,11/1/2021,,664,664,74
Nigeria,Akwa-Ibom,Esit Eket,12/1/2021,,421,421,71
Nigeria,Akwa-Ibom,Essien Udim,1/1/2021,,623,623,81
Nigeria,Akwa-Ibom,Essien Udim,2/1/2021,43,508,551,69.7
Nigeria,Akwa-Ibom,Essien Udim,3/1/2021,,632,632,78.3
Nigeria,Akwa-Ibom,Essien Udim,4/1/2021,,912,912,85.4
Nigeria,Akwa-Ibom,Essien Udim,5/1/2021,40,598,638,74.2
Nigeria,Akwa-Ibom,Essien Udim,6/1/2021,,875,875,76.1
Nigeria,Akwa-Ibom,Essien Udim,7/1/2021,,1018,1018,80.9
Nigeria,Akwa-Ibom,Essien Udim,8/1/2021,,932,932,75.3
Nigeria,Akwa-Ibom,Essien Udim,9/1/2021,,756,756,72.1
Nigeria,Akwa-Ibom,Essien Udim,10/1/2021,,932,932,76.5
Nigeria,Akwa-Ibom,Essien Udim,11/1/2021,,814,814,77
Nigeria,Akwa-Ibom,Essien Udim,12/1/2021,43,1183,1226,77.2
Nigeria,Akwa-Ibom,Etim Ekpo,1/1/2021,,451,451,83
Nigeria,Akwa-Ibom,Etim Ekpo,2/1/2021,,829,829,108.5
Nigeria,Akwa-Ibom,Etim Ekpo,3/1/2021,,644,644,69.3
Nigeria,Akwa-Ibom,Etim Ekpo,4/1/2021,,848,848,70.2
Nigeria,Akwa-Ibom,Etim Ekpo,5/1/2021,68,545,613,70.9
Nigeria,Akwa-Ibom,Etim Ekpo,6/1/2021,,829,829,62.7
Nigeria,Akwa-Ibom,Etim Ekpo,7/1/2021,,769,769,60.9
Nigeria,Akwa-Ibom,Etim Ekpo,8/1/2021,,705,705,57.9
Nigeria,Akwa-Ibom,Etim Ekpo,9/1/2021,,654,654,86.2
Nigeria,Akwa-Ibom,Etim Ekpo,10/1/2021,,695,695,53.6
Nigeria,Akwa-Ibom,Etim Ekpo,11/1/2021,,691,691,46.4
Nigeria,Akwa-Ibom,Etim Ekpo,12/1/2021,,707,707,52.5
Nigeria,Akwa-Ibom,Etinan,1/1/2021,26,832,858,72
Nigeria,Akwa-Ibom,Etinan,2/1/2021,15,121,136,39.7
Nigeria,Akwa-Ibom,Etinan,3/1/2021,67,760,827,59
Nigeria,Akwa-Ibom,Etinan,4/1/2021,27,1333,1360,66.1
Nigeria,Akwa-Ibom,Etinan,5/1/2021,,1614,1614,76.1
Nigeria,Akwa-Ibom,Etinan,6/1/2021,26,1844,1870,78.7
Nigeria,Akwa-Ibom,Etinan,7/1/2021,44,1752,1796,71.9
Nigeria,Akwa-Ibom,Etinan,8/1/2021,95,2002,2097,72.2
Nigeria,Akwa-Ibom,Etinan,9/1/2021,98,2182,2280,78.7
Nigeria,Akwa-Ibom,Etinan,10/1/2021,104,1908,2012,72
Nigeria,Akwa-Ibom,Etinan,11/1/2021,72,1576,1648,71.8
Nigeria,Akwa-Ibom,Etinan,12/1/2021,98,2126,2224,68.1
Nigeria,Akwa-Ibom,Ibeno,1/1/2021,5,281,286,64.3
Nigeria,Akwa-Ibom,Ibeno,2/1/2021,,388,388,68.8
Nigeria,Akwa-Ibom,Ibeno,3/1/2021,,365,365,64.4
Nigeria,Akwa-Ibom,Ibeno,4/1/2021,,413,413,60.8
Nigeria,Akwa-Ibom,Ibeno,5/1/2021,,408,408,60.1
Nigeria,Akwa-Ibom,Ibeno,6/1/2021,,503,503,68.4
Nigeria,Akwa-Ibom,Ibeno,7/1/2021,,439,439,73.9
Nigeria,Akwa-Ibom,Ibeno,8/1/2021,,544,544,60.8
Nigeria,Akwa-Ibom,Ibeno,9/1/2021,,472,472,60.3
Nigeria,Akwa-Ibom,Ibeno,10/1/2021,,536,536,69
Nigeria,Akwa-Ibom,Ibeno,11/1/2021,59,424,483,65.1
Nigeria,Akwa-Ibom,Ibeno,12/1/2021,,531,531,64.4
Nigeria,Akwa-Ibom,Ibesikpo Asutan,1/1/2021,93,490,583,61.9
Nigeria,Akwa-Ibom,Ibesikpo Asutan,2/1/2021,49,656,705,67.6
Nigeria,Akwa-Ibom,Ibesikpo Asutan,3/1/2021,31,974,1005,74
Nigeria,Akwa-Ibom,Ibesikpo Asutan,4/1/2021,,1297,1297,77.4
Nigeria,Akwa-Ibom,Ibesikpo Asutan,5/1/2021,51,706,757,59
Nigeria,Akwa-Ibom,Ibesikpo Asutan,6/1/2021,110,1061,1171,59
Nigeria,Akwa-Ibom,Ibesikpo Asutan,7/1/2021,83,918,1001,53.4
Nigeria,Akwa-Ibom,Ibesikpo Asutan,8/1/2021,70,1004,1074,57.3
Nigeria,Akwa-Ibom,Ibesikpo Asutan,9/1/2021,66,711,777,59
Nigeria,Akwa-Ibom,Ibesikpo Asutan,10/1/2021,61,695,756,48.2
Nigeria,Akwa-Ibom,Ibesikpo Asutan,11/1/2021,46,740,786,44.6
Nigeria,Akwa-Ibom,Ibesikpo Asutan,12/1/2021,,920,920,56.1
Nigeria,Akwa-Ibom,Ibiono Ibom,1/1/2021,,502,502,74.2
Nigeria,Akwa-Ibom,Ibiono Ibom,2/1/2021,,405,405,57.4
Nigeria,Akwa-Ibom,Ibiono Ibom,3/1/2021,,463,463,69.3
Nigeria,Akwa-Ibom,Ibiono Ibom,4/1/2021,,621,621,76.6
Nigeria,Akwa-Ibom,Ibiono Ibom,5/1/2021,,553,553,45
Nigeria,Akwa-Ibom,Ibiono Ibom,6/1/2021,,641,641,57.6
Nigeria,Akwa-Ibom,Ibiono Ibom,7/1/2021,,558,558,65.4
Nigeria,Akwa-Ibom,Ibiono Ibom,8/1/2021,,753,753,72.2
Nigeria,Akwa-Ibom,Ibiono Ibom,9/1/2021,,739,739,78.8
Nigeria,Akwa-Ibom,Ibiono Ibom,10/1/2021,,671,671,78.9
Nigeria,Akwa-Ibom,Ibiono Ibom,11/1/2021,,753,753,76.5
Nigeria,Akwa-Ibom,Ibiono Ibom,12/1/2021,,876,876,74.3
Nigeria,Akwa-Ibom,Ika,1/1/2021,,707,707,79.1
Nigeria,Akwa-Ibom,Ika,2/1/2021,,1054,1054,77.5
Nigeria,Akwa-Ibom,Ika,3/1/2021,,846,846,75.9
Nigeria,Akwa-Ibom,Ika,4/1/2021,,1105,1105,75.3
Nigeria,Akwa-Ibom,Ika,5/1/2021,,1031,1031,78.7
Nigeria,Akwa-Ibom,Ika,6/1/2021,,1425,1425,80.3
Nigeria,Akwa-Ibom,Ika,7/1/2021,,1336,1336,79.5
Nigeria,Akwa-Ibom,Ika,8/1/2021,,1274,1274,80.2
Nigeria,Akwa-Ibom,Ika,9/1/2021,,831,831,67
Nigeria,Akwa-Ibom,Ika,10/1/2021,,1112,1112,66.4
Nigeria,Akwa-Ibom,Ika,11/1/2021,,957,957,60.1
Nigeria,Akwa-Ibom,Ika,12/1/2021,,1069,1069,59.6
Nigeria,Akwa-Ibom,Ikono,1/1/2021,,199,199,53.1
Nigeria,Akwa-Ibom,Ikono,2/1/2021,,329,329,50.8
Nigeria,Akwa-Ibom,Ikono,3/1/2021,,281,281,60.3
Nigeria,Akwa-Ibom,Ikono,4/1/2021,,301,301,56.5
Nigeria,Akwa-Ibom,Ikono,5/1/2021,,342,342,56.5
Nigeria,Akwa-Ibom,Ikono,6/1/2021,21,421,442,61.1
Nigeria,Akwa-Ibom,Ikono,7/1/2021,,426,426,58
Nigeria,Akwa-Ibom,Ikono,8/1/2021,,397,397,57.5
Nigeria,Akwa-Ibom,Ikono,9/1/2021,,431,431,62.2
Nigeria,Akwa-Ibom,Ikono,10/1/2021,,421,421,62.8
Nigeria,Akwa-Ibom,Ikono,11/1/2021,,541,541,64
Nigeria,Akwa-Ibom,Ikono,12/1/2021,,667,667,71
Nigeria,Akwa-Ibom,Ikot Abasi,1/1/2021,,683,683,58.9
Nigeria,Akwa-Ibom,Ikot Abasi,2/1/2021,,950,950,75.5
Nigeria,Akwa-Ibom,Ikot Abasi,3/1/2021,,1055,1055,84.5
Nigeria,Akwa-Ibom,Ikot Abasi,4/1/2021,,1321,1321,82.4
Nigeria,Akwa-Ibom,Ikot Abasi,5/1/2021,,1623,1623,79.8
Nigeria,Akwa-Ibom,Ikot Abasi,6/1/2021,,1657,1657,81.3
Nigeria,Akwa-Ibom,Ikot Abasi,7/1/2021,,1526,1526,76.7
Nigeria,Akwa-Ibom,Ikot Abasi,8/1/2021,,1573,1573,75.8
Nigeria,Akwa-Ibom,Ikot Abasi,9/1/2021,,1663,1663,77.2
Nigeria,Akwa-Ibom,Ikot Abasi,10/1/2021,,1492,1492,76.5
Nigeria,Akwa-Ibom,Ikot Abasi,11/1/2021,,1325,1325,82.5
Nigeria,Akwa-Ibom,Ikot Abasi,12/1/2021,,1935,1935,78.7
Nigeria,Akwa-Ibom,Ikot Ekpene,1/1/2021,,651,651,61.7
Nigeria,Akwa-Ibom,Ikot Ekpene,2/1/2021,,802,802,55
Nigeria,Akwa-Ibom,Ikot Ekpene,3/1/2021,6,771,777,73.2
Nigeria,Akwa-Ibom,Ikot Ekpene,4/1/2021,,865,865,77.2
Nigeria,Akwa-Ibom,Ikot Ekpene,5/1/2021,,875,875,71.6
Nigeria,Akwa-Ibom,Ikot Ekpene,6/1/2021,,1150,1150,77.3
Nigeria,Akwa-Ibom,Ikot Ekpene,7/1/2021,123,1128,1251,73.2
Nigeria,Akwa-Ibom,Ikot Ekpene,8/1/2021,10,1311,1321,72.9
Nigeria,Akwa-Ibom,Ikot Ekpene,9/1/2021,157,1147,1304,72.6
Nigeria,Akwa-Ibom,Ikot Ekpene,10/1/2021,122,1263,1385,72
Nigeria,Akwa-Ibom,Ikot Ekpene,11/1/2021,121,1109,1230,61.1
Nigeria,Akwa-Ibom,Ikot Ekpene,12/1/2021,,1782,1782,70.5
Nigeria,Akwa-Ibom,Ini,1/1/2021,4,337,341,65.4
Nigeria,Akwa-Ibom,Ini,2/1/2021,,249,249,71.7
Nigeria,Akwa-Ibom,Ini,3/1/2021,,279,279,74.4
Nigeria,Akwa-Ibom,Ini,4/1/2021,,348,348,78.6
Nigeria,Akwa-Ibom,Ini,5/1/2021,4,440,444,88
Nigeria,Akwa-Ibom,Ini,6/1/2021,,434,434,77.1
Nigeria,Akwa-Ibom,Ini,7/1/2021,,495,495,82
Nigeria,Akwa-Ibom,Ini,8/1/2021,,494,494,82.7
Nigeria,Akwa-Ibom,Ini,9/1/2021,,408,408,84
Nigeria,Akwa-Ibom,Ini,10/1/2021,,396,396,82
Nigeria,Akwa-Ibom,Ini,11/1/2021,,376,376,81
Nigeria,Akwa-Ibom,Ini,12/1/2021,,409,409,82.4
Nigeria,Akwa-Ibom,Itu,1/1/2021,,315,315,44.2
Nigeria,Akwa-Ibom,Itu,2/1/2021,,199,199,36.3
Nigeria,Akwa-Ibom,Itu,3/1/2021,,205,205,28.6
Nigeria,Akwa-Ibom,Itu,4/1/2021,,236,236,41.7
Nigeria,Akwa-Ibom,Itu,5/1/2021,,424,424,44.1
Nigeria,Akwa-Ibom,Itu,6/1/2021,,501,501,47.9
Nigeria,Akwa-Ibom,Itu,7/1/2021,,580,580,46.8
Nigeria,Akwa-Ibom,Itu,8/1/2021,,650,650,50.2
Nigeria,Akwa-Ibom,Itu,9/1/2021,,590,590,48.2
Nigeria,Akwa-Ibom,Itu,10/1/2021,,572,572,42.9
Nigeria,Akwa-Ibom,Itu,11/1/2021,,602,602,45.9
Nigeria,Akwa-Ibom,Itu,12/1/2021,,553,553,43.1
Nigeria,Akwa-Ibom,Mbo,1/1/2021,4,394,398,61.4
Nigeria,Akwa-Ibom,Mbo,2/1/2021,6,587,593,64.5
Nigeria,Akwa-Ibom,Mbo,3/1/2021,15,421,436,57.8
Nigeria,Akwa-Ibom,Mbo,4/1/2021,,531,531,56.6
Nigeria,Akwa-Ibom,Mbo,5/1/2021,3,613,616,65.9
Nigeria,Akwa-Ibom,Mbo,6/1/2021,4,747,751,70.8
Nigeria,Akwa-Ibom,Mbo,7/1/2021,,649,649,67.3
Nigeria,Akwa-Ibom,Mbo,8/1/2021,2,773,775,71.8
Nigeria,Akwa-Ibom,Mbo,9/1/2021,,661,661,65.8
Nigeria,Akwa-Ibom,Mbo,10/1/2021,3,576,579,63.4
Nigeria,Akwa-Ibom,Mbo,11/1/2021,,1488,1488,78.3
Nigeria,Akwa-Ibom,Mbo,12/1/2021,,592,592,60.2
Nigeria,Akwa-Ibom,Mkpat Enin,1/1/2021,19,413,432,63.2
Nigeria,Akwa-Ibom,Mkpat Enin,2/1/2021,3,717,720,65.2
Nigeria,Akwa-Ibom,Mkpat Enin,3/1/2021,3,678,681,63.4
Nigeria,Akwa-Ibom,Mkpat Enin,4/1/2021,18,749,767,61
Nigeria,Akwa-Ibom,Mkpat Enin,5/1/2021,12,807,819,65
Nigeria,Akwa-Ibom,Mkpat Enin,6/1/2021,5,1024,1029,65.4
Nigeria,Akwa-Ibom,Mkpat Enin,7/1/2021,9,924,933,67.6
Nigeria,Akwa-Ibom,Mkpat Enin,8/1/2021,,1114,1114,62.7
Nigeria,Akwa-Ibom,Mkpat Enin,9/1/2021,2,1027,1029,60.7
Nigeria,Akwa-Ibom,Mkpat Enin,10/1/2021,28,1202,1230,65.9
Nigeria,Akwa-Ibom,Mkpat Enin,11/1/2021,3,944,947,66.2
Nigeria,Akwa-Ibom,Mkpat Enin,12/1/2021,1,1024,1025,66.8
Nigeria,Akwa-Ibom,Nsit Atai,1/1/2021,14,668,682,82
Nigeria,Akwa-Ibom,Nsit Atai,2/1/2021,,556,556,73.6
Nigeria,Akwa-Ibom,Nsit Atai,3/1/2021,,628,628,78.8
Nigeria,Akwa-Ibom,Nsit Atai,4/1/2021,,547,547,72.2
Nigeria,Akwa-Ibom,Nsit Atai,5/1/2021,,561,561,70
Nigeria,Akwa-Ibom,Nsit Atai,6/1/2021,,746,746,76.4
Nigeria,Akwa-Ibom,Nsit Atai,7/1/2021,,548,548,72
Nigeria,Akwa-Ibom,Nsit Atai,8/1/2021,,633,633,73.6
Nigeria,Akwa-Ibom,Nsit Atai,9/1/2021,,700,700,78.4
Nigeria,Akwa-Ibom,Nsit Atai,10/1/2021,,726,726,74.6
Nigeria,Akwa-Ibom,Nsit Atai,11/1/2021,,694,694,75.1
Nigeria,Akwa-Ibom,Nsit Atai,12/1/2021,,1140,1140,83.7
Nigeria,Akwa-Ibom,Nsit Ibom,1/1/2021,,725,725,72.6
Nigeria,Akwa-Ibom,Nsit Ibom,2/1/2021,,809,809,62.3
Nigeria,Akwa-Ibom,Nsit Ibom,3/1/2021,,817,817,66.5
Nigeria,Akwa-Ibom,Nsit Ibom,4/1/2021,,1775,1775,76
Nigeria,Akwa-Ibom,Nsit Ibom,5/1/2021,,998,998,69.6
Nigeria,Akwa-Ibom,Nsit Ibom,6/1/2021,,1459,1459,67.8
Nigeria,Akwa-Ibom,Nsit Ibom,7/1/2021,,1629,1629,57
Nigeria,Akwa-Ibom,Nsit Ibom,8/1/2021,,1653,1653,46.7
Nigeria,Akwa-Ibom,Nsit Ibom,9/1/2021,,1370,1370,48.4
Nigeria,Akwa-Ibom,Nsit Ibom,10/1/2021,,1378,1378,46.9
Nigeria,Akwa-Ibom,Nsit Ibom,11/1/2021,,1408,1408,46.4
Nigeria,Akwa-Ibom,Nsit Ibom,12/1/2021,2,2488,2490,49.3
Nigeria,Akwa-Ibom,Nsit Ubium,1/1/2021,,332,332,67.2
Nigeria,Akwa-Ibom,Nsit Ubium,2/1/2021,,300,300,64.7
Nigeria,Akwa-Ibom,Nsit Ubium,3/1/2021,,293,293,66.7
Nigeria,Akwa-Ibom,Nsit Ubium,4/1/2021,,407,407,76.9
Nigeria,Akwa-Ibom,Nsit Ubium,5/1/2021,,362,362,69.1
Nigeria,Akwa-Ibom,Nsit Ubium,6/1/2021,4,482,486,69.7
Nigeria,Akwa-Ibom,Nsit Ubium,7/1/2021,,495,495,71
Nigeria,Akwa-Ibom,Nsit Ubium,8/1/2021,,504,504,66.8
Nigeria,Akwa-Ibom,Nsit Ubium,9/1/2021,1,435,436,56.1
Nigeria,Akwa-Ibom,Nsit Ubium,10/1/2021,,401,401,66.4
Nigeria,Akwa-Ibom,Nsit Ubium,11/1/2021,6,384,390,64.3
Nigeria,Akwa-Ibom,Nsit Ubium,12/1/2021,,447,447,67.7
Nigeria,Akwa-Ibom,Obot Akara,1/1/2021,11,856,867,71.2
Nigeria,Akwa-Ibom,Obot Akara,2/1/2021,,846,846,73.4
Nigeria,Akwa-Ibom,Obot Akara,3/1/2021,5,1019,1024,67.1
Nigeria,Akwa-Ibom,Obot Akara,4/1/2021,,1390,1390,72.1
Nigeria,Akwa-Ibom,Obot Akara,5/1/2021,,1770,1770,78.6
Nigeria,Akwa-Ibom,Obot Akara,6/1/2021,,2129,2129,82.7
Nigeria,Akwa-Ibom,Obot Akara,7/1/2021,40,2404,2444,82.2
Nigeria,Akwa-Ibom,Obot Akara,8/1/2021,,2623,2623,83.5
Nigeria,Akwa-Ibom,Obot Akara,9/1/2021,45,2200,2245,80.1
Nigeria,Akwa-Ibom,Obot Akara,10/1/2021,190,2125,2315,78.8
Nigeria,Akwa-Ibom,Obot Akara,11/1/2021,,2305,2305,73.9
Nigeria,Akwa-Ibom,Obot Akara,12/1/2021,,2678,2678,80.8
Nigeria,Akwa-Ibom,Okobo,1/1/2021,,307,307,61.7
Nigeria,Akwa-Ibom,Okobo,2/1/2021,,330,330,63.1
Nigeria,Akwa-Ibom,Okobo,3/1/2021,,311,311,57.7
Nigeria,Akwa-Ibom,Okobo,4/1/2021,,399,399,62.9
Nigeria,Akwa-Ibom,Okobo,5/1/2021,,329,329,67.3
Nigeria,Akwa-Ibom,Okobo,6/1/2021,,475,475,74.6
Nigeria,Akwa-Ibom,Okobo,7/1/2021,,465,465,71.8
Nigeria,Akwa-Ibom,Okobo,8/1/2021,,545,545,72.9
Nigeria,Akwa-Ibom,Okobo,9/1/2021,,511,511,56.9
Nigeria,Akwa-Ibom,Okobo,10/1/2021,,679,679,67.2
Nigeria,Akwa-Ibom,Okobo,11/1/2021,,552,552,68.7
Nigeria,Akwa-Ibom,Okobo,12/1/2021,,760,760,79
Nigeria,Akwa-Ibom,Onna,1/1/2021,,1293,1293,76.7
Nigeria,Akwa-Ibom,Onna,2/1/2021,,1076,1076,62
Nigeria,Akwa-Ibom,Onna,3/1/2021,,1368,1368,68.1
Nigeria,Akwa-Ibom,Onna,4/1/2021,,1620,1620,72.1
Nigeria,Akwa-Ibom,Onna,5/1/2021,,1397,1397,66.9
Nigeria,Akwa-Ibom,Onna,6/1/2021,,1878,1878,71
Nigeria,Akwa-Ibom,Onna,7/1/2021,,1951,1951,75.2
Nigeria,Akwa-Ibom,Onna,8/1/2021,,2006,2006,74.4
Nigeria,Akwa-Ibom,Onna,9/1/2021,,2139,2139,74.9
Nigeria,Akwa-Ibom,Onna,10/1/2021,,2515,2515,80.4
Nigeria,Akwa-Ibom,Onna,11/1/2021,,2586,2586,80.8
Nigeria,Akwa-Ibom,Onna,12/1/2021,,2941,2941,72.4
Nigeria,Akwa-Ibom,Oron,1/1/2021,53,735,788,53.3
Nigeria,Akwa-Ibom,Oron,2/1/2021,14,459,473,52.7
Nigeria,Akwa-Ibom,Oron,3/1/2021,,285,285,63.8
Nigeria,Akwa-Ibom,Oron,4/1/2021,,592,592,44.4
Nigeria,Akwa-Ibom,Oron,5/1/2021,,644,644,45.7
Nigeria,Akwa-Ibom,Oron,6/1/2021,,990,990,53.4
Nigeria,Akwa-Ibom,Oron,7/1/2021,,706,706,66
Nigeria,Akwa-Ibom,Oron,8/1/2021,,708,708,67
Nigeria,Akwa-Ibom,Oron,9/1/2021,,676,676,59.2
Nigeria,Akwa-Ibom,Oron,10/1/2021,,901,901,58.3
Nigeria,Akwa-Ibom,Oron,11/1/2021,,596,596,51.5
Nigeria,Akwa-Ibom,Oron,12/1/2021,,1064,1064,53.2
Nigeria,Akwa-Ibom,Oruk Anam,1/1/2021,,779,779,72.9
Nigeria,Akwa-Ibom,Oruk Anam,2/1/2021,,1061,1061,77.9
Nigeria,Akwa-Ibom,Oruk Anam,3/1/2021,,1222,1222,69.3
Nigeria,Akwa-Ibom,Oruk Anam,4/1/2021,,1771,1771,69.3
Nigeria,Akwa-Ibom,Oruk Anam,5/1/2021,,1407,1407,73.1
Nigeria,Akwa-Ibom,Oruk Anam,6/1/2021,,1327,1327,75.9
Nigeria,Akwa-Ibom,Oruk Anam,7/1/2021,,1902,1902,75.5
Nigeria,Akwa-Ibom,Oruk Anam,8/1/2021,,1588,1588,71.9
Nigeria,Akwa-Ibom,Oruk Anam,9/1/2021,,1477,1477,71.8
Nigeria,Akwa-Ibom,Oruk Anam,10/1/2021,,1467,1467,68.5
Nigeria,Akwa-Ibom,Oruk Anam,11/1/2021,,2063,2063,81.6
Nigeria,Akwa-Ibom,Oruk Anam,12/1/2021,,1700,1700,62.8
Nigeria,Akwa-Ibom,Udung Uko,1/1/2021,31,147,178,66.1
Nigeria,Akwa-Ibom,Udung Uko,2/1/2021,,230,230,69.9
Nigeria,Akwa-Ibom,Udung Uko,3/1/2021,2,168,170,67.2
Nigeria,Akwa-Ibom,Udung Uko,4/1/2021,14,192,206,73.7
Nigeria,Akwa-Ibom,Udung Uko,5/1/2021,,236,236,69.1
Nigeria,Akwa-Ibom,Udung Uko,6/1/2021,,320,320,77
Nigeria,Akwa-Ibom,Udung Uko,7/1/2021,9,227,236,68.1
Nigeria,Akwa-Ibom,Udung Uko,8/1/2021,,300,300,71.5
Nigeria,Akwa-Ibom,Udung Uko,9/1/2021,5,263,268,65.4
Nigeria,Akwa-Ibom,Udung Uko,10/1/2021,10,242,252,61.3
Nigeria,Akwa-Ibom,Udung Uko,11/1/2021,19,226,245,61.5
Nigeria,Akwa-Ibom,Udung Uko,12/1/2021,4,309,313,66.9
Nigeria,Akwa-Ibom,Ukanafun,1/1/2021,,784,784,69.7
Nigeria,Akwa-Ibom,Ukanafun,2/1/2021,80,1230,1310,76.5
Nigeria,Akwa-Ibom,Ukanafun,3/1/2021,,930,930,71.3
Nigeria,Akwa-Ibom,Ukanafun,4/1/2021,,1290,1290,74.1
Nigeria,Akwa-Ibom,Ukanafun,5/1/2021,,1437,1437,76.4
Nigeria,Akwa-Ibom,Ukanafun,6/1/2021,,1785,1785,78.7
Nigeria,Akwa-Ibom,Ukanafun,7/1/2021,1,1491,1492,75
